Page Type,URL,Meta Title,Meta Description,Meta Keywords,Stars,Language,Topics
Tool Page,https://www.trackmcp.com/tool/actual-mcp,actual-mcp - MCP Tool for TypeScript,Model Context Protocol for Actual Budget API. TypeScript implementation.,"actual-mcp, actual-mcp MCP, MCP tool, Model Context Protocol, TypeScript MCP",42,TypeScript,
Tool Page,https://www.trackmcp.com/tool/naver-search-mcp,naver-search-mcp - MCP Tool for JavaScript,"MCP server for Naver Search API integration. Provides comprehensive search capabilities across Naver services (web, news, blog, shopping, etc) and data ...","naver-search-mcp, naver-search-mcp MCP, MCP tool, Model Context Protocol, JavaScript MCP, data-analysis, datalab-api, korean-search, mcp-server, naver-api",42,JavaScript,"data-analysis, datalab-api, korean-search, mcp-server, naver-api, naver-mcp, search-api, trend-analysis"
Tool Page,https://www.trackmcp.com/tool/mcp-open-library,mcp-open-library - MCP Tool for TypeScript,A Model Context Protocol (MCP) server for the Internet Archive's Open Library API that enables AI assistants to search for book and author information.,"mcp-open-library, mcp-open-library MCP, MCP tool, Model Context Protocol, TypeScript MCP, ai, assistants, authors, books, internet-archive",42,TypeScript,"ai, assistants, authors, books, internet-archive, mcp, mcp-server, modelcontextprotocol, open-library, open-library-api, openlibrary"
Tool Page,https://www.trackmcp.com/tool/ashra-mcp,ashra-mcp - MCP Tool for TypeScript,A Model Context Protocol server for Ashra. TypeScript implementation.,"ashra-mcp, ashra-mcp MCP, MCP tool, Model Context Protocol, TypeScript MCP",42,TypeScript,
Tool Page,https://www.trackmcp.com/tool/mcp-atlassian-server,mcp-atlassian-server - MCP Tool for TypeScript,MCP server connecting AI assistants with Jira & Confluence for smart project management.. TypeScript implementation.,"mcp-atlassian-server, mcp-atlassian-server MCP, MCP tool, Model Context Protocol, TypeScript MCP, ai-agents, atlassian, atlassian-confluence, atlassian-jira, automation",42,TypeScript,"ai-agents, atlassian, atlassian-confluence, atlassian-jira, automation, cline, mcp, mcp-server, productivity"
Tool Page,https://www.trackmcp.com/tool/chrome-mcp,chrome-mcp - MCP Tool for TypeScript,Allows LLM agents to control a local chrome instance without taking screenshots. TypeScript implementation. MCP tool for AI development.,"chrome-mcp, chrome-mcp MCP, MCP tool, Model Context Protocol, TypeScript MCP",42,TypeScript,
Tool Page,https://www.trackmcp.com/tool/mcp-jobs,mcp-jobs - MCP Tool for TypeScript,使用MCP获取猎聘、Boss、智联、51job职位. TypeScript implementation.,"mcp-jobs, mcp-jobs MCP, MCP tool, Model Context Protocol, TypeScript MCP",42,TypeScript,
Tool Page,https://www.trackmcp.com/tool/MCP-Airflow-API,MCP-Airflow-API - MCP Tool for Python,🔍Model Context Protocol (MCP) server for Apache Airflow API integration. Provides comprehensive tools for managing Airflow clusters including service o...,"MCP-Airflow-API, MCP-Airflow-API MCP, MCP tool, Model Context Protocol, Python MCP, ai-agents, airflow-api, airflow-client, airflow-rest-api, apache-airflow",41,Python,"ai-agents, airflow-api, airflow-client, airflow-rest-api, apache-airflow, dag-management, docker, event-logs, llm-tools, mcp, mcp-server, model-context-protocol, openwebui, pool-management, python-package, smithery, task-instances, variable-management, workflow-orchestration, xcom"
Tool Page,https://www.trackmcp.com/tool/mcp-databricks-server,mcp-databricks-server - MCP Tool for Python,MCP Server for Databricks. Python implementation.,"mcp-databricks-server, mcp-databricks-server MCP, MCP tool, Model Context Protocol, Python MCP",41,Python,
Tool Page,https://www.trackmcp.com/tool/mcp-databricks-server,mcp-databricks-server - MCP Tool for Python,MCP Server for Databricks. Python implementation.,"mcp-databricks-server, mcp-databricks-server MCP, MCP tool, Model Context Protocol, Python MCP",41,Python,
Tool Page,https://www.trackmcp.com/tool/dify-mcp-server,dify-mcp-server - MCP Tool for JavaScript,A Model Context Protocol server for Dify. JavaScript implementation.,"dify-mcp-server, dify-mcp-server MCP, MCP tool, Model Context Protocol, JavaScript MCP",41,JavaScript,
Tool Page,https://www.trackmcp.com/tool/esxi-mcp-server,esxi-mcp-server - MCP Tool for Python,"A VMware ESXi/vCenter management server based on MCP (Model Control Protocol), providing simple REST API interfaces for virtual machine management.","esxi-mcp-server, esxi-mcp-server MCP, MCP tool, Model Context Protocol, Python MCP",41,Python,
Tool Page,https://www.trackmcp.com/tool/Claude-Project-Coordinator,Claude-Project-Coordinator - MCP Tool for Swift,Claude Project Coordinator is a Swift-powered MCP (Model Context Protocol) server designed to streamline multi-project Xcode development. It lets you tr...,"Claude-Project-Coordinator, Claude-Project-Coordinator MCP, MCP tool, Model Context Protocol, Swift MCP, claude, claude-ai, claude-desktop, mcp, project-management",41,Swift,"claude, claude-ai, claude-desktop, mcp, project-management, swift, swiftui, xcode"
Tool Page,https://www.trackmcp.com/tool/dify-mcp-server,dify-mcp-server - MCP Tool for JavaScript,A Model Context Protocol server for Dify. JavaScript implementation.,"dify-mcp-server, dify-mcp-server MCP, MCP tool, Model Context Protocol, JavaScript MCP",41,JavaScript,
Tool Page,https://www.trackmcp.com/tool/moondream-mcp,moondream-mcp - MCP Tool for Python,Moondream MCP Server in Python,"moondream-mcp, moondream-mcp MCP, MCP tool, Model Context Protocol, Python MCP, mcp, mcp-server, moondream, python",41,Python,"mcp, mcp-server, moondream, python"
Tool Page,https://www.trackmcp.com/tool/Memory-Plus,Memory-Plus - MCP Tool for Python,"🧠 𝑴𝒆𝒎𝒐𝒓𝒚-𝑷𝒍𝒖𝒔 is a lightweight, local RAG memory store for MCP agents. Easily record, retrieve, update, delete, and visualize persistent ""mem...","Memory-Plus, Memory-Plus MCP, MCP tool, Model Context Protocol, Python MCP, agent, hackathon, mcp, mcp-server, memory",41,Python,"agent, hackathon, mcp, mcp-server, memory, memory-store, model-context-protocol"
Tool Page,https://www.trackmcp.com/tool/MySQL_MCP,MySQL_MCP - MCP Tool for TypeScript,这是一个功能强大且易用的MySQL数据库MCP（Model Context Protocol）服务器，让你的AI助手可以安全地进行完整的数据库操作，支持多数据库连接管理、增删改查、事务管理和智能回滚功能。. TypeScript implementation.,"MySQL_MCP, MySQL_MCP MCP, MCP tool, Model Context Protocol, TypeScript MCP, database, llm, llm2sql, mcp, mysql",41,TypeScript,"database, llm, llm2sql, mcp, mysql, rag, txt2sql"
Tool Page,https://www.trackmcp.com/tool/mcp-server-arangodb,mcp-server-arangodb - MCP Tool for TypeScript,This is a TypeScript-based MCP server that provides database interaction capabilities through ArangoDB. It implements core database operations and allow...,"mcp-server-arangodb, mcp-server-arangodb MCP, MCP tool, Model Context Protocol, TypeScript MCP, ai, claude, cline, mcp-server",41,TypeScript,"ai, claude, cline, mcp-server"
Tool Page,https://www.trackmcp.com/tool/branch-thinking,branch-thinking - MCP Tool for TypeScript,MCP tool to allow multiple chains of thought. TypeScript implementation.,"branch-thinking, branch-thinking MCP, MCP tool, Model Context Protocol, TypeScript MCP",40,TypeScript,
Tool Page,https://www.trackmcp.com/tool/document-edit-mcp,document-edit-mcp - MCP Tool for Python,"A lightweight MCP server for processing, editing, and interacting with PDF, Word, Excel, and CSV documents.. Python implementation.","document-edit-mcp, document-edit-mcp MCP, MCP tool, Model Context Protocol, Python MCP",40,Python,
Tool Page,https://www.trackmcp.com/tool/bear-mcp-server,bear-mcp-server - MCP Tool for JavaScript,MCP Server integration for Bear note app. JavaScript implementation.,"bear-mcp-server, bear-mcp-server MCP, MCP tool, Model Context Protocol, JavaScript MCP",40,JavaScript,
Tool Page,https://www.trackmcp.com/tool/code-research-mcp-server,code-research-mcp-server - MCP Tool for JavaScript,Model Context Protocol tool. JavaScript implementation.,"code-research-mcp-server, code-research-mcp-server MCP, MCP tool, Model Context Protocol, JavaScript MCP",40,JavaScript,
Tool Page,https://www.trackmcp.com/tool/bitbucket-server-mcp-server,bitbucket-server-mcp-server - MCP Tool for JavaScript,Model Context Protocol tool. JavaScript implementation.,"bitbucket-server-mcp-server, bitbucket-server-mcp-server MCP, MCP tool, Model Context Protocol, JavaScript MCP",40,JavaScript,
Tool Page,https://www.trackmcp.com/tool/alibabacloud-observability-mcp-server,alibabacloud-observability-mcp-server - MCP Tool for Python,Model Context Protocol tool. Python implementation.,"alibabacloud-observability-mcp-server, alibabacloud-observability-mcp-server MCP, MCP tool, Model Context Protocol, Python MCP",40,Python,
Tool Page,https://www.trackmcp.com/tool/mcp-communicator-telegram,mcp-communicator-telegram - MCP Tool for JavaScript,An MCP server that enables communication with users through Telegram. This server provides a tool to ask questions to users and receive their responses ...,"mcp-communicator-telegram, mcp-communicator-telegram MCP, MCP tool, Model Context Protocol, JavaScript MCP",40,JavaScript,
Tool Page,https://www.trackmcp.com/tool/algorand-mcp,algorand-mcp - MCP Tool for TypeScript,Algorand Model Context Protocol (Server & Client). TypeScript implementation.,"algorand-mcp, algorand-mcp MCP, MCP tool, Model Context Protocol, TypeScript MCP, algorand, mcp, mcp-client, mcp-server, model-context-protocol",39,TypeScript,"algorand, mcp, mcp-client, mcp-server, model-context-protocol"
Tool Page,https://www.trackmcp.com/tool/algorand-mcp,algorand-mcp - MCP Tool for TypeScript,Algorand Model Context Protocol (Server & Client). TypeScript implementation.,"algorand-mcp, algorand-mcp MCP, MCP tool, Model Context Protocol, TypeScript MCP, algorand, mcp, mcp-client, mcp-server, model-context-protocol",39,TypeScript,"algorand, mcp, mcp-client, mcp-server, model-context-protocol"
Tool Page,https://www.trackmcp.com/tool/chroma,chroma - MCP Tool for Python,MCP server for Chroma. Python implementation.,"chroma, chroma MCP, MCP tool, Model Context Protocol, Python MCP",39,Python,
Tool Page,https://www.trackmcp.com/tool/airtable-mcp,airtable-mcp - MCP Tool for JavaScript,Airtable integration for AI-powered applications via Anthropic's Model Context Protocol (MCP). JavaScript implementation.,"airtable-mcp, airtable-mcp MCP, MCP tool, Model Context Protocol, JavaScript MCP, airtable, airtable-api, api, automation, claude",39,JavaScript,"airtable, airtable-api, api, automation, claude, claude-code, database-automation, mcp, mcp-server"
Tool Page,https://www.trackmcp.com/tool/abaqus-mcp-server,abaqus-mcp-server - MCP Tool for Python,An MCP (Model Context Protocol) server designed to interact with an already running Abaqus/CAE Graphical User Interface (GUI). It allows for the executi...,"abaqus-mcp-server, abaqus-mcp-server MCP, MCP tool, Model Context Protocol, Python MCP",39,Python,
Tool Page,https://www.trackmcp.com/tool/databricks-mcp-server,databricks-mcp-server - MCP Tool for Python,A Model Completion Protocol (MCP) server for interacting with Databricks services. Python implementation.,"databricks-mcp-server, databricks-mcp-server MCP, MCP tool, Model Context Protocol, Python MCP",39,Python,
Tool Page,https://www.trackmcp.com/tool/mcp-rquest,mcp-rquest - MCP Tool for Python,A MCP server providing realistic browser-like HTTP request capabilities with accurate TLS/JA3/JA4 fingerprints for bypassing anti-bot measures. It also ...,"mcp-rquest, mcp-rquest MCP, MCP tool, Model Context Protocol, Python MCP, ai, claude, http-requests, mcp, mcp-server",38,Python,"ai, claude, http-requests, mcp, mcp-server"
Tool Page,https://www.trackmcp.com/tool/buildkite-mcp-server,buildkite-mcp-server - MCP Tool for Go,Official MCP Server for Buildkite.. Go implementation.,"buildkite-mcp-server, buildkite-mcp-server MCP, MCP tool, Model Context Protocol, Go MCP, buildkite, mcp-server",38,Go,"buildkite, mcp-server"
Tool Page,https://www.trackmcp.com/tool/a11ymcp,a11ymcp - MCP Tool for JavaScript,Verified MCP Server for Web Accessibility Testing (2000+ Downloads). JavaScript implementation.,"a11ymcp, a11ymcp MCP, MCP tool, Model Context Protocol, JavaScript MCP, a11y, a11y-testing, accessibility-testing, mcp",38,JavaScript,"a11y, a11y-testing, accessibility-testing, mcp"
Tool Page,https://www.trackmcp.com/tool/aicode-toolkit,aicode-toolkit - MCP Tool for TypeScript,Toolkit for Coding Agents to work reliably with repo of any size.. TypeScript implementation. MCP tool for AI development.,"aicode-toolkit, aicode-toolkit MCP, MCP tool, Model Context Protocol, TypeScript MCP, design-patterns, mcp-server, programming, vibecoding",38,TypeScript,"design-patterns, mcp-server, programming, vibecoding"
Tool Page,https://www.trackmcp.com/tool/mcp-ai-memory,mcp-ai-memory - MCP Tool for TypeScript,A production-ready Model Context Protocol (MCP) server for semantic memory management. TypeScript implementation.,"mcp-ai-memory, mcp-ai-memory MCP, MCP tool, Model Context Protocol, TypeScript MCP",38,TypeScript,
Tool Page,https://www.trackmcp.com/tool/better-auth-mcp-server,better-auth-mcp-server - MCP Tool for JavaScript,Model Context Protocol tool. JavaScript implementation.,"better-auth-mcp-server, better-auth-mcp-server MCP, MCP tool, Model Context Protocol, JavaScript MCP",38,JavaScript,
Tool Page,https://www.trackmcp.com/tool/aws-athena-mcp,aws-athena-mcp - MCP Tool for JavaScript,MCP server to run AWS Athena queries. JavaScript implementation.,"aws-athena-mcp, aws-athena-mcp MCP, MCP tool, Model Context Protocol, JavaScript MCP",38,JavaScript,
Tool Page,https://www.trackmcp.com/tool/coinmarketcap-mcp,coinmarketcap-mcp - MCP Tool for JavaScript,MCP Implementation for CoinMarketCap. JavaScript implementation.,"coinmarketcap-mcp, coinmarketcap-mcp MCP, MCP tool, Model Context Protocol, JavaScript MCP",38,JavaScript,
Tool Page,https://www.trackmcp.com/tool/MCP4EDA,MCP4EDA - MCP Tool for JavaScript,This is the Github Repo for the paper: MCP4EDA: LLM-Powered Model Context Protocol RTL-to-GDSII Automation with Backend Aware Synthesis Optimization. MC...,"MCP4EDA, MCP4EDA MCP, MCP tool, Model Context Protocol, JavaScript MCP",38,JavaScript,
Tool Page,https://www.trackmcp.com/tool/EventWhisper,EventWhisper - MCP Tool for Python,A Windows Event Log MCP. Python implementation.,"EventWhisper, EventWhisper MCP, MCP tool, Model Context Protocol, Python MCP",38,Python,
Tool Page,https://www.trackmcp.com/tool/api-mcp-server,api-mcp-server - MCP Tool for JavaScript,Model Context Protocol tool. JavaScript implementation.,"api-mcp-server, api-mcp-server MCP, MCP tool, Model Context Protocol, JavaScript MCP, ai, api, claude, cursor, hostinger",38,JavaScript,"ai, api, claude, cursor, hostinger, mcp"
Tool Page,https://www.trackmcp.com/tool/cursor-mcp,cursor-mcp - MCP Tool for TypeScript,Model Context Protocol tool. TypeScript implementation.,"cursor-mcp, cursor-mcp MCP, MCP tool, Model Context Protocol, TypeScript MCP",38,TypeScript,
Tool Page,https://www.trackmcp.com/tool/cursor-mcp,cursor-mcp - MCP Tool for TypeScript,Model Context Protocol tool. TypeScript implementation.,"cursor-mcp, cursor-mcp MCP, MCP tool, Model Context Protocol, TypeScript MCP",38,TypeScript,
Tool Page,https://www.trackmcp.com/tool/mcp-amadeus,mcp-amadeus - MCP Tool for Python,Amadeus MCP(Model Context Protocol) Server. Python implementation.,"mcp-amadeus, mcp-amadeus MCP, MCP tool, Model Context Protocol, Python MCP",38,Python,
Tool Page,https://www.trackmcp.com/tool/mcp-redis-cloud,mcp-redis-cloud - MCP Tool for TypeScript,Model Context Protocol tool. TypeScript implementation.,"mcp-redis-cloud, mcp-redis-cloud MCP, MCP tool, Model Context Protocol, TypeScript MCP",37,TypeScript,
Tool Page,https://www.trackmcp.com/tool/mcp-crypto-price,mcp-crypto-price - MCP Tool for TypeScript,A Model Context Protocol (MCP) server that provides real-time cryptocurrency analysis via CoinCap's API. Enables Claude and other MCP clients to fetch c...,"mcp-crypto-price, mcp-crypto-price MCP, MCP tool, Model Context Protocol, TypeScript MCP, anthropic, claude, coincap, crypto, crypto-api",37,TypeScript,"anthropic, claude, coincap, crypto, crypto-api, cryptocurrency, financial-data, market-analysis, mcp, modelcontextprotocol, nodejs, real-time, trading, typescript"
